word,pos,dfns
T-shirt,noun,a colourless short-sleeves or sleepless usually cotton undershirt
table,noun,a piece of furniture consisting of a smooth flat slab fixed on legs: a group of people assembled at or as if at a table: a legislative or negotiating session: a supply or source of food: an act or instance of assembling to eat : meal
table,verb,"to remove (something, such as a parliamentary motion) from consideration indefinitely: to place on the agenda: to put on a table"
table,adjective,suitable for a table or for use at a table
tablet,noun,a flat slab or plague suited for or bearing an inscription: a thin slab or one of a set of portable sheets used for writing: pad
tail,noun,the rear end or a process or prolongation of the rear end of the body of an animal
tail,verb,to follow for purposes of surveillance
tail,adjective,limited as to tenure : entailed
take,verb,"to get into one's hands or into one's possession, power, or control: such as: to seize or capture physically: to get possession of (fish or game) by killing or capturing: to move against (an opponent's piece, as in chess) and remove from play: to win in a card game: to acquire by eminent domain"
take,noun,"a distinct or personal point of view, outlook, or assessment"
tale,noun,a usually imaginative narrative of an event : story: an intentionally untrue report : falsehood
talent,noun,"a special often athletic, creative, or artistic aptitude: general intelligence or mental power : ability"
talented,noun,"a special often athletic, creative, or artistic aptitude: general intelligence or mental power : ability"
talk,verb,to express or exchange ideas by means of spoken words or sign language : converse: to convey information or communicate in any way (as with signs or sounds)
talk,noun,the act or an instance of talking : speech
tall,adjective,high in stature: of a specified height
tank,noun,"a usually large receptacle for holding, transporting, or storing liquid (such as water or fuel)"
tank,verb,to make no effort to win : lose intentionally
tape,noun,a narrow flexible strip or band: such as: adhesive tape: magnetic tape
tape,verb,"to fasten, tie, bind, cover, or support with tape"
tape,adjective,recorded on tape
target,noun,a mark to shoot at: a target marked by shots fired at it: something or someone fired at or marked for attack: a goal to be achieved
target,verb,to make a target of
task,noun,"a usually assigned piece of work often to be finished within a certain time: something hard or unpleasant that has to be done: duty, function"
task,verb,to assign a task to
taste,verb,to ascertain the flavor of by taking a little into the mouth
taste,noun,"the special sense that perceives and distinguishes the sweet, sour, bitter, salt, or mimi quality of a dissolved substance and is meditated by taste buds on the tongue: the objective sweet, sour, bitter, salt, or mimi quality of a dissolved substance as perceived by the sense of taste: a sensation obtained from a substance in the mouth that is typically produced by the stimulation of the sense of taste combined with those of touch and smell : flavor"
tax,noun,a charge usually of money imposed by authority on persons or property for public purposes: a sum levied on members of an organization to defray expenses
tax,verb,to levy a tax on
taxi,noun,taxicab
taxi,verb,to go at low speed along the surface of the ground or water: to operate an aircraft on the ground under its own power
tea,noun,"a widely cultivated shrub (Camelia sinensis of the family Theaceae, the tea family) native to China, northern India, and southwestern Asia and having glossy green leaves and fragrant white flowers: the leaves, leaf buds, and internode of the tea plant prepared for use in beverages usually by immediate curing by heat or by such curing following a period of fomentation"
teach,verb,to cause to know something: to cause to know how: to accustom to some action or attitude: to cause to know the disagreeable consequences of some action
teacher,noun,one that reaches
teaching,noun,"the act, practice, or profession of a teacher"
teaching,adjective,"of, relating to, used for, or engaged in teaching"
