words,pos,dfns
slip,verb (used without object)," Aeronautics.  (of an aircraft when excessively banked) to slide sideways, toward the center of the curve described in turning. Compare skid ( def 15 )."
slip,verb (used without object)," to cause to move, pass, go, etc., with a smooth, easy, or sliding motion."
slip,verb (used without object)," to put, place, pass, insert, or withdraw quickly or stealthily:"
slip,verb (used without object), to put on or take off (a garment) easily or quickly:
slip,verb (used without object)," to let or make (something) slide out of a fastening, the hold, etc.:"
slip,verb (used without object)," to release from a leash, harness, etc., as a hound or a hawk."
slip,verb (used without object)," to get away or free oneself from; escape (a pursuer, restraint, leash, etc.):"
slip,verb (used without object), to untie or undo (a knot).
slip,verb (used without object)," Nautical. to let go entirely, as an anchor cable or an anchor."
slip,verb (used without object)," to pass from or escape (one's memory, attention, knowledge, etc.)."
slip,verb (used without object), to dislocate; put out of joint or position:
slip,verb (used without object), to shed or cast:
slip,verb (used without object)," to ignore, pass over, or omit, as in speaking or writing."
slip,verb (used without object), to let pass unheeded; neglect or miss.
slip,verb (used without object), Boxing. to evade or avoid (a blow) by moving or turning the body quickly:
slip,verb (used without object), (of animals) to bring forth (offspring) prematurely.
slip,verb (used without object), British. to detach (a railway car) from a moving train as it passes through a station.
slip,verb (used without object), an act or instance of slipping.
slip,verb (used without object)," a sudden losing of one's foothold, as on slippery ground."
slip,verb (used without object), a mistake in judgment; blunder.
slip,verb (used without object),"  a mistake or oversight, as in speaking or writing, especially a small one due to carelessness: "
slip,verb (used without object), an error in conduct; indiscretion.
slip,verb (used without object), something easily slipped on or off.
slip,verb (used without object)," a decline or fall in quantity, quality, extent, etc., or from a standard or accustomed level:"
slip,verb (used without object), Clothing. 
slip,verb (used without object), a pillowcase.
slip,verb (used without object)," an inclined plane, sloping to the water, on which vessels are built or repaired."
slip,verb (used without object), Nautical. the difference between the speed at which a screw propeller or paddle wheel would move if it were working against a solid and the actual speed at which it advances through the water.
slip,verb (used without object), a space between two wharves or in a dock for vessels to lie in.
slip,verb (used without object), Electricity. the difference between the synchronous and the operating speeds of a motor.
slip,verb (used without object), Machinery. 
slip,verb (used without object), unintended movement or play between mechanical parts or the like.
slip,verb (used without object), Cricket. 
slip,verb (used without object), Geology. 
slip,verb (used without object), Also called  glide. Metallurgy. plastic deformation of one part of a metallic crystal relative to the other part due to shearing action.
slip,verb (used without object), 
slip,verb (used without object), to make an error; fail:
slip,noun, a small paper form on which information is noted:
slip,noun, a piece suitable for propagation cut from a plant; scion or cutting.
slip,noun," any long, narrow piece or strip, as of wood, paper, or land."
slip,noun," a young person, especially one of slender form:"
slip,noun, a long seat or narrow pew in a church.
slip,noun," Bookbinding. one of the ends of a band, extending at the sides of a book after sewing."
slip,noun, to take slips or cuttings from (a plant).
slip,noun," to take (a part), as a slip from a plant."
slip,noun, Ceramics. a clay solution of creamy consistency for coating or decorating biscuit.
slip,noun," a glass-bearing liquid fired onto steel as a cladding, as in making enamelware."
slip,noun, a variant of slype.
slope,verb (used without object), to have or take an inclined or oblique direction or angle considered with reference to a vertical or horizontal plane; slant.
slope,verb (used without object), to move at an inclination or obliquely:
slope,verb (used without object), to direct at a slant or inclination; incline from the horizontal or vertical:
slope,verb (used without object), to form with a slope or slant:
slope,verb (used without object)," ground that has a natural incline, as the side of a hill."
slope,verb (used without object)," inclination or slant, especially downward or upward."
slope,verb (used without object), deviation from the horizontal or vertical.
slope,verb (used without object), an inclined surface.
slope,verb (used without object)," Usually slopes. hills, especially foothills or bluffs:"
slope,verb (used without object), Mathematics. 
slope,verb (used without object)," Slang: Extremely Disparaging and Offensive. a contemptuous term used to refer to a person of East Asian origin, especially a Vietnamese or other South Asian."
slow,adjective, moving or proceeding with little or less than usual speed or velocity:
slow,adjective, characterized by lack of speed:
slow,adjective, taking or requiring a comparatively long time for completion:
slow,adjective," requiring or taking a long time for growing, changing, or occurring; gradual:"
slow,adjective," made, created, or done in a careful, thorough, or traditional way in order to ensure such benefits as quality, environmental sustainability, or time for mental reflection: What's known as slow journalism is an approach to reporting that avoids superficial headlines and instead focuses on in-depth storytelling and a more considered analysis of events."
slow,adjective," sluggish in nature, disposition, or function."
slow,adjective, dull of perception or understanding; mentally dull:
slow,adjective," not prompt, readily disposed, or in haste (usually followed by to or an infinitive):"
slow,adjective," burning or heating with little speed or intensity, as a fire or an oven."
slow,adjective, slack; not busy:
slow,adjective," having some quality that retards speed or causes movement, progress, work, etc., to be accomplished at less than the usual or expected rate of speed: a slow road."
slow,adjective," running at less than the proper rate of speed or registering less than the proper time, as a clock."
slow,adjective," passing heavily or dragging, as time:"
